shelf;url;title;author;illustrator;year;publisher;rating;total_rating;total_review;genres;description;image_file
fiksi;https://www.goodreads.com/book/show/4948494-tunangan-hmm;Tunangan? Hmm...;Agnes Jessica;;2008;Gramedia Pustaka Utama;3.40;1,655ratings;68reviews;Romance, Novels, Young Adult, Indonesian Literature, Fiction, Teen;"Tere: 17 tahun, 2 SMU, wajah manis. Saat jalan-jalan di mal, dia berebut kaus dengan cowok cute tapi nyebelin. Besoknya di sekolah, Tere ketemu lagi sama cowok itu. Ternyata cowok itu anak baru, namanya Giovani.Giovani: 17 tahun, jago main piano, satu sekolah sama Tere, tapi lain kelas. Pernah patah hati karena ditinggal cewek. Saat pertama kali bertemu Tere di mal, dia sebel banget sama cewek itu.
Ortu Tere dan Giovani ternyata teman lama. Mereka udah berencana ngejodohin keduanya. Tere cuma dikasih tau bahwa cowok jodohnya itu bernama Opan. Giovani, alias Opan, lebih beruntung. Dia pernah melihat foto Tere. Jadi Opan tahu Tere, tapi Tere nggak tahu bahwa Opan dan Giovani adalah orang yang sama. Setelah mengetahui Giovani adalah Opan, Tere malah makin sebel sama cowok itu. Masalah jadi ta";2008_Tunangan_Hmm....jpg
fiksi;https://www.goodreads.com/book/show/18589068-good-memories;Good Memories;Lia Indra Andriana;;2013;Penerbit Haru;3.77;189ratings;32reviews;Romance, Novels, Young Adult, Indonesian Literature, Friendship;"""Tiga bulan lagi, di waktu dan tempat yang sama, aku akan mengevaluasi apakah kau layak diberi tambahan kupon pertemanan.""
Saat banyak orang berharap bisa kuliah di luar negeri, Maya malah rela melakukan apa pun agar bisa meninggalkan Kwanghan University dan kembali bersama kekasihnya, Alva, di Indonesia. Sayangnya semua tidak semudah itu.
Seakan hidupnya sekarang belum cukup rumit, Maya harus menghadapi Luc, teman sekelasnya, seorang pria berkebangsaan Prancis yang terang-terangan menyatakan suka kepadanya.
Luc bahkan tidak keberatan hanya menjadi teman Maya setelah mendapatkan kupon Friendvitation buatan gadis itu.
Ketika kupon Friendvitation yang Maya berikan kepada Luc telah
expired
, akankah Maya memperpanjang masa berlaku kuponnya? ataukah Maya akhirnya akan kembali kepada Alva dan m";2013_Good_Memories.jpg
fiksi;https://www.goodreads.com/book/show/10048887-our-story;Our Story;Orizuka;;2010;Authorized Books;4.03;1,818ratings;173reviews;Romance, Novels, Young Adult, Indonesian Literature, Friendship, Fiction, Family;"Masa SMA.
Masa yang selalu disebut sebagai masa paling indah,
tapi tidak bagi anak-anak SMA Budi Bangsa.
SMA Budi Bangsa adalah sebuah SMA di pinggiran ibukota yang terkenal dengan sebutan SMA pembuangan sampah, karena segala jenis sampah masyarakat ada di sana.
Preman. Pengacau. Pembangkang. Pembuli. Pelacur.
Masuk dan pulang sekolah sesuka hati.
Guru-guru honorer jarang masuk dan memilih mengajar di tempat lain.
Angka drop out jauh lebih besar daripada yang lulus.
Sekilas, tidak ada masa depan bagi anak-anak SMA Budi Bangsa,
bahkan jika mereka menginginkannya.
Masa SMA bagi mereka hanyalah sebuah masa suram yang harus segera dilewati.
Supaya mereka dapat keluar dari status 'remaja' dan menjadi 'dewasa'.
Supaya tak ada lagi orang dewasa yang bisa mengatur mereka.
Supaya mereka akhirnya bi";2010_Our_Story.jpg
fiksi;https://www.goodreads.com/book/show/6455907-17-years-of-love-song;17 Years of Love Song;Orizuka;;2008;Puspa Storia;3.80;588ratings;81reviews;Romance, Novels, Young Adult, Teen, Fiction, Indonesian Literature;"Leo berusia tujuh belas tahun saat pertama bertemu Nana di padang ilalang belakang sekolah barunya. Leo adalah pemuda pencinta baseball yang berasal dari Jakarta, sedangkan Nana adalah gadis berkursi roda yang tinggal di Purwakarta.
Leo sempat mengaggap remeh kampung tempatnya sekarang tinggal, tetapi Nana mengubah segalanya. Nana membuatnya berbalik mencitai kampung itu, mencintai segala hal mengenainya … termasuk gadis itu.
Semuanya berjalan indah bagi Leo, sampai tiba saat mereka harus berpisah. Leo berjanji untuk kembali, tetapi sebuah musibah yang terjadi membuat mereka benar-benar terpisahkan. Sekeras apa pun Leo berusaha, Leo tak dapat menemukan Nana.
Pada saat mereka akhirnya bertemu, keadaan sudah jauh berbeda.
Akankah mereka dapat merajut kenangan indah seperti dulu?
Hei Nana, ap";2008_17_Years_of_Love_Song.jpg
puisi-asli;https://www.goodreads.com/book/show/14058637-sadgenic;Sadgenic;Rahne Putri;;2012;Kurnia Esa Publishing;3.69;478ratings;59reviews;Romance, Poetry;"Jika semua doa kita di kabulkan Tuhan, apakah kita sudah siap?''
""Bagaimana jika doaku kusimpulkan pada layang-layang, lalu kubiarkan dia terbang mengawang-awang. Kemana ia akan jatuh?""
Sadgenic ini merupakan kanvas. Didalamnya di penuhi dengan limpahan tanda tanya menjejaki kepala, tentang mengapa, kenapa, dan bagaimana. Dihiasi dengan semburat malu-malu karena kabut merah muda dari rasa suka dan bahagia. Juga beberapa warna yang merupakan titisan genangan air yang meluapi hati dan mata.
Terdiri dari potongan cerita pendek dan tulisan singkat yang terkumpul di halaman maya dari sudut pandang Rahne Putri yang mungkin juga mewakili beberapa mata lainnya di luar sana. Setelah beberapa tahun mengeram di Sadgenic Blog kemudian menetas manjadi sebuah buku.
Selamat menikmati Sadgenic Anda";2012_Sadgenic.jpg
puisi-asli;https://www.goodreads.com/book/show/43560293-untukmu-di-hari-kemarin;Untukmu di Hari Kemarin;Galih Hidayatullah;;2018;Bukune;3.54;67ratings;11reviews;Romance, Poetry, Fiction;"Untukmu di Hari Kemarin; berbahagialah dengan pilihan yang kau menangkan. Cintai yang kau kira paling baik, bukan paling aku.";2018_Untukmu_di_Hari_Kemarin.jpg
fiksi;https://www.goodreads.com/book/show/39785086-the-book-of-almost;The Book of Almost;Brian Khrisna;;2018;mediakita;3.84;587ratings;57reviews;Romance, Poetry, Fiction;"Tak ada yang lebih menyakitkan dalam jatuh cinta kecuali kata hampir. Aku hampir merasa kau yang selama ini kucari. Kau hampir membuatku berhenti berlari. Mesti pada akhirnya, kita berdua hanya sebatas hampir; hampir seperti sepasang kekasih. Memang, melupakan adalah fase terberat dari perpisahan. Karenanya, hati hanya perlu mengikhlaskan, bukan melupakan.";2018_The_Book_of_Almost.jpg
fiksi;https://www.goodreads.com/book/show/42847973-galaksi;Galaksi;Poppi Pertiwi;;2018;Coconut Books;3.79;1,149ratings;126reviews;Romance, School, Indonesian Literature, Novels, Fiction, Teen;"Galaksi Aldebaran. Ketua Geng Ravispa. Geng paling gagah dan pemberani tempat berkumpulnya murid-murid nakal dan tukang berontak SMA Ganesha. Sering berselisih paham dengan Avegar, geng milik SMA Kencana.
Hadirnya Kejora Ayodhya di hidup Galaksi yang kelam menjadikan hari-hari Galaksi berubah menjadi penuh warna. Pertemuan antara pemimpin geng dengan perempuan Paskibra. Awal mula kedekatan yang terdengar sangat mustahil tapi begitu nyata. Hidup dengan dibeda-bedakan oleh orangtuanya membuat Galaksi mempunyai sifat keras termasuk pada cewek yang ia suka, Kejora. Ketika Kejora sadar kalau ia juga menyukai Galaksi, apa Galaksi masih mau menerimanya.
Ravispa. Masa putih abu-abu yang tak akan pernah terlupa.";2018_Galaksi.jpg
fiksi;https://www.goodreads.com/book/show/17674472-dongeng-patah-hati;Dongeng Patah Hati;Aveline Agrippina;;2013;Gagasmedia;3.44;173ratings;34reviews;Romance, Short Stories, Fiction;"Dia tidak mencintaimu lagi.
Hatimu terbelah dua ketika dia memutuskan untuk mendua.
Tak ada lagi yang bisa kau lakukan.
Semuanya berakhir, semuanya sia-sia.
Dia tidak mencintaimu lagi.
Dan kau menangis saat mengucapkan selamat tinggal.
Seketika itu juga tubuhmu terasa menggigil.
Kedinginan karena telanjur terbiasa dengan hangat pelukannya....
*
DONGENG PATAH HATI adalah omnibus karya 10 pemenang Sayembara Menulis ‘Proyek 14’ dan 4 penulis pilihan GagasMedia. Buku ini dipersembahkan untuk kamu yang patah hati, diam-diam mencintai... atau yang pernah diselingkuhi.";2013_Dongeng_Patah_Hati.jpg
fiksi;https://www.goodreads.com/book/show/25406917-11-jejak-cinta;11 Jejak Cinta: Kumpulan Cerpen Teenlit;Charon;;2015;Gramedia Pustaka Utama;3.51;117ratings;27reviews;Romance, Short Stories, Fiction, Friendship, Family;"Penyesalan, penolakan, perpisahan memberi jejak kepedihan akibat cinta. Namun kisah kehilangan tidak pernah menyurutkan rasa. Takdir cinta yang ambigu tidak pernah membuat kita ragu.
Hening dalam bahagia. Mencecap rasa menikmati suka. Kadang kita menemukan cinta ketika tak mengindahkan keberadaannya. Apakah cinta hanya fatamorgana ataukah dia meninggalkan jejak dalam hati kita?
Ke-11 pengarang Teenlit GPU lintas generasi mempersembahkan cinta mereka untuk para penggemar melalui kumpulan cerpen ini.
11 Jejak Cinta
menyuguhkan beragam rasa dan tema kisah remaja yang menyentuh hati. Selamat menyusuri jejak-jejak cinta yang tertinggal di buku ini!";2015_11_Jejak_Cinta_Kumpulan_Cerpen_Teenlit.jpg
fiksi;https://www.goodreads.com/book/show/13041215-melepas-ranting-hati;Melepas Ranting Hati;Sanie B. Kuncoro;;2011;Gradien Mediatama;3.42;55ratings;11reviews;Romance, Short Stories, Indonesian Literature;;2011_Melepas_Ranting_Hati.jpg
fiksi;https://www.goodreads.com/book/show/16047583-singgah;Singgah;Jia Effendie;;2013;Gramedia Pustaka Utama;3.34;337ratings;57reviews;Romance, Short Stories, Novels, Fiction;"Terminal, bandara, pelabuhan, stasiun: Tempat persinggahan, keberangkatan, perhentian.
Ada banyak kisah tentang pertemuan dan perpisahan. Tentang orang-orang yang menanam kakinya di sana. Mereka yang berbagi luka dan cinta. Tentang rindu yang diam-diam dipendam. Tempat yang selalu ingar bingar, tetapi juga melesapkan sepi yang menggerogoti jiwa—tanpa suara.
Seorang lelaki menapak tilas jejak kekasihnya yang hilang ke sebuah dermaga, lelaki lainnya memancing bintang. Di stasiun, pak tua berpeci lusuh duduk menanti mataharinya setiap dini hari. Di bandara, koper-koper tertukar, dan ada cinta yang menemukan pelabuhannya. Di terminal, panas kopi membakar lidah dan hati.
Sebelas penulis merangkai kenangan di tempat tempat persinggahan. Mengantar pergi, menjemput pulang.
@jiaeffendie @duabadai @";2013_Singgah.jpg
fiksi;https://www.goodreads.com/book/show/42848099-mozachiko;Mozachiko;Poppi Pertiwi;;2018;Loveable;3.47;473ratings;47reviews;Romance, Teen, Fiction, Novels;"Chiko Gadangga, siswa paling keras kepala dengan segudang masalah di sekolahnya. SMA Rajawali merupakan tempat ia bertemu dengan siswi paling hiperaktif, culun, dan super ceria seperti Moza Adisti.
Sejak ditolong oleh Chiko, Moza bertekad agar Chiko menyukainya. Namun, Chiko selalu saja menyakiti hati Moza dengan perlakuan dan kata-kata yang kasar. Bahkan lebih memilih Nencny-adik tiri Moza- yang membuat hatinya semakin terluka.
Saat sadar segala perjuangannya tak pernah dihargai. Moza pergi mencampakkan Chiko begitu saja. Chiko pun sadar kalau Moza sangat berarti dalam hidupnya. Tiba-tiba, Moza muncul dengan penampilan yang jauh berbeda. Sikapnya ke Chiko pun berubah drastis.
Chiko meminta Moza kembali dan berubah menjadi cewek yang dikenalnya dulu. Lalu, apakah Moza mau menurutinya?
***
";2018_Mozachiko.jpg
fiksi;https://www.goodreads.com/book/show/38781328-my-psychopath-boyfriend;My Psychopath Boyfriend;Bayu Permana;;2018;Coconut Books;4.09;373ratings;22reviews;Romance, Thriller;"Tentang kisah cinta yang tak biasa, tentang dua luka yang saling menyapa, tentang rasa yang tak pernah sudah.
Dulu, Shin Yura menilai seseorang dari fisiknya. Dulu, Shin Yura menilai seseorang dari senyumnya. Dulu, Shin Yura menilai seseorang dari sikapnya kepada orang lain. Tetapi kini, pandangannya berubah total setelah mengenal Aldrich Bale.
Aldrich Bale, mahasiswa psikologi berambut seputih salju dengan wajah tampan dan sikapnya yang ramah. Orang-orang menyebutnya tanpa cela, tapi sebenarnya dia adalah seorang psikopat tanpa rasa iba.
Hingga takdir mempertemukan mereka. Hingga takdir membuat pertemuan tak terduga. Hingga takdir membuat psikopat jatuh cinta dengan korbannya sendiri, tanpa syarat.
Hingga Aldrich membawa Yura ke dalam dunianya. Ke dalam kisah cinta tak terduga, ke dalam c";2018_My_Psychopath_Boyfriend.jpg
non-fiksi;https://www.goodreads.com/book/show/14287382-trave-love-ing;Trave(love)ing;Roy Saputra;;2012;Gradien Mediatama;3.49;162ratings;41reviews;Romance, Travel, Indonesian Literature, Novels;"Traveling + Broken/MoveOn = Trave(Love)ing
Empat sahabat terdampar di tempat yang berbeda untuk satu alasan yang sama: Mengobati patah hati. Dendi, berjuang mengejar seseorang sampai ke Bangkok demi sepotong hati yang baru. Selama di Bali, Grahita berusaha mengikis kenangan akanseseorangyang ia beri nam Mr. Kopi. Dalam balutan abaya yang elegan,Mia berkontemplasi sepanjang gurun di Dubai. Sementara, Roy malah terjebak masa lalu saat ingin menonton kesebelasan pujaannya, Liverpool, beraksi di Kuala Lumpur
Satu per satu mereka bertutur dengan jujur tentang perjalanan cintanya yang dibungkus keseruan traveling. Cerita keempatanak manusia ini terkait saat bertemu tak sengaja, atau bercakap lewat berbagai media. Temukan akhir kisahnya, sambil menikmatipemandangan khas Ubud, hebohnya naik tuk-tu";2012_Trave(love)ing.jpg
fiksi;https://www.goodreads.com/book/show/55540888-rashi-sketsa-rahasia;Rashi & Sketsa Rahasia;Handi Namire;;2021;Gramedia Pustaka Utama;3.46;94ratings;28reviews;Romance, Young Adult;"Rashi merasa seakan diempaskan dari langit ke bumi. Deadly Score, judul Webtoon karyanya, akan diputus kontrak tayang hanya karena terdapat adegan berdarah-darah dan dianggap sadis. Editor naskahnya menyarankannya untuk tidak lagi menulis komik horor thriller dan berganti genre romance remaja.
Romansa remaja sangat jauh dari hidupnya, bagaimana bisa dia menuliskannya? Kakak kembarnya saja superprotektif dan tidak pernah membiarkan satu pun cowok mendekatinya.
Namun, Ansel, sahabatnya, merencanakan satu ide agar Rashi bisa merasakan indahnya cinta masa remaja. Rencana itu adalah MENYAMAR JADI ANAK SMA.
Dalam samaran itu, Rashi bertemu seorang cowok SMA yang gantengnya bikin follower Instagram-nya seperti orang gila. Dialah Juno, selebgram dadakan yang memiliki muka dan perawakan nyaris semp";2021_Rashi_&_Sketsa_Rahasia.jpg
fiksi;https://www.goodreads.com/book/show/38190095-departure;Departure;Resti Dahlan;;2018;Gramedia Pustaka Utama;3.33;85ratings;29reviews;Romance, Young Adult;"Gifty sangat membenci Lei Han. Sejak menginjakkan kaki di Foshan, dia langsung menyusun rencana untuk menghancurkan hidup putra tunggal pemilik perusahaan
software
terbesar di Cina itu. Gifty sudah menyiapkan perangkap dengan matang, meski harus mengorbankan hal penting di hidupnya.
Lei Han selalu menjaga Gifty dari jauh. Melindungi gadis itu menjadi prioritasnya di sela-sela kegiatan kuliah dan bisnis yang baru dia rintis. Akan tetapi, Gifty telanjur berprasangka buruk terhadapnya. Satu-satunya cara menepis kesalahpahaman itu dengan masuk ke perangkap Gifty.
Secara tak terduga, Lei Han menawari Gifty menjadi asisten pribadi pemuda itu. Tentu saja gadis itu tak menolaknya karena dia bisa mengetahui kelemahan Lei Han dan langsung menghancurkan hidup pemuda itu. Sayangnya, justru dia yang te";2018_Departure.jpg
fiksi;https://www.goodreads.com/book/show/31692783-bride-wars;Bride Wars;Vicantika (Nurlovi Lestari);;2016;EnterMedia;3.70;71ratings;6reviews;Romance, Young Adult;"Celovia Andien Damarsandi
""Kakek akan memberi 35% saham perusahaan kalau salah satu dari kalian bisa menikah dalam waktu dekat ini!"" Tantangan dari Kakek terus berputar di kepalaku. 35% saham dan menang dari Alona—sepupuku yang menyebalkan itu. Namun, bagaimana caranya aku yang selama dua puluh dua tahun belum pernah pacaran sekali pun ini harus menikah?! Please Tuhan, berikan aku satu lelaki saja. Ah…, apa jawabannya adalah sahabatku sendiri?!
Zaroca Garandra Auriga
""Zaroca, will you please marry me?"" Aku pasti sudah gila karena menyetujui ide gila untuk menikahi Andien. Tetapi, aku benar-benar tidak tega melihatnya menangis. Lagi pula, diam-diam aku memang menyayangi sahabatku itu, tapi bukan karena harta atau untuk memenangi pertarungan bodohnya dengan Alona! Ah… semoga suatu saat Andie";2016_Bride_Wars.jpg
fiksi;https://www.goodreads.com/book/show/25877211-see-you-again;See You Again;Arini Putri;;2015;GagasMedia;3.81;57ratings;14reviews;Romance, Young Adult;"Tanpamu, yang tersisa hanyalah sepi.
Namun, memang tidak segalanya berjalan sesuai yang kita mau.
Waktu akan terus melaju meski kita memohon agar ia menunggu.
Meski nyatanya waktu pun belum mampu mengubah diri kita.
Kita masih saja orang-orang yang tak punya nyali.
Setelah semua yang terjadi, apakah arah kita masih sama?
Tahun-tahun lewat begitu cepat.
Sempatkah ia menumbuhkan keberanian untuk tiga kata yang tak pernah terucap?
Bagas menemukan sebuah novel grafis. Mengusik memori dan rindu yang lama ia simpan. Tentang Sharon, Angin, Dito
—wajah-wajah yang menyimpan luka di balik senyuman.
Namun, juga merupakan sahabat-sahabat yang berjanji menggenggam harap dan mimpi yang sama.";2015_See_You_Again.jpg
fiksi;https://www.goodreads.com/book/show/34319125-dealing-with-the-bad-boy;Dealing With The Bad Boy;Febriani AD;;2017;Grasindo;3.07;46ratings;13reviews;Romance, Young Adult;"""Lo mau jadi pacar gue?""
""Bukannya gue emang pacar lo? Tapi makasih ya, gue suka surprise-nya. Maaf selama ini sudah nyembunyiin hubungan kita.""
Dunia Natasha berguncang. Natasha tidak pernah mengira bahwa permainan UNO bisa mendatangkan musibah untuknya. Permainan yang awalnya ia kira menyenangkan, ternyata berubah menjadi kesengsaraan ketika ia kalah dan ditantang untuk menembak seorang Ghaksa Andromeda, seorang bad boy keren di sekolahnya. Dunia Natasha benar-benar jungkir balik setelah seorang Ghaksa Andromeda masuk dalam kehidupannya.""";2017_Dealing_With_The_Bad_Boy.jpg
fiksi;https://www.goodreads.com/book/show/36550142-falling-star;Falling Star;Christina Tirta;;2017;Gramedia Pustaka Utama;3.32;38ratings;16reviews;Romance, Young Adult;"Pernah jatuh cinta pada seseorang yang luar biasa keren tapi selalu menganggapmu hanya sebagai adik manis yang lucu?
Begitulah nasib Anya Abigail selama bertahun-tahun. Gigit jari karena William Anthony yang notabene sohib kakaknya sendiri dan juga vokalis grup band Falling Star yang beken dan keren hanya menganggapnya sebagai adik sohibnya yang harus dijaga.
Tadinya Anya sudah mengubur cinta pertamanya yang telanjur kandas di tengah jalan. Namun, kehadiran cowok misterius yang bernama Louis mengubah segalanya. Louis aka Lou yang muncul secara misterius ternyata bocah titisan “setan” yang dulu pernah membuat Anya keki setengah mati.
Ah, jadi, sebenarnya siapa sih yang diinginkan Anya, William atau Lou?";2017_Falling_Star.jpg
